18	5	3	48
18	5	3	48
18	5	2	48
28	13	10	48
448	606	589	48
755	785	767	48
1048	1114	1065	48
1569	1641	1610	48
1903	1939	1880	48
2169	2170	2248	48
2773	2747	2743	48
3013	3011	3054	49
3305	3318	3262	49
3822	3834	3832	49
4143	4101	4108	48
4370	4358	4396	49
4902	4919	4938	49
5174	5172	5186	49
5548	5530	5474	49
5773	5792	5814	49
6324	6324	6342	49
6586	6590	6600	49
6918	6912	6861	49
7493	7515	7450	49
7776	7726	7741	49
8041	8050	8021	49
8312	8338	8289	49
8898	8901	8884	49
9181	9189	9151	49
9497	9465	9466	49
10086	10034	10042	49
10333	10322	10289	49
10573	10620	10565	49
11116	11143	11114	49
11453	11474	11393	49
11699	11688	11679	49
11948	12004	11951	49
12534	12545	12502	49
12832	12839	12786	49
13084	13087	13083	49
13664	13622	13639	49
13892	13904	13910	49
14200	14190	14139	49
14702	14745	14681	49
15009	14968	15007	49
15281	15293	15309	49
15858	15856	15901	49
16123	16154	16140	49
16451	16408	16393	49
16675	16696	16719	49
17256	17262	17280	49
17527	17577	17548	49
17850	17863	17821	49
18387	18424	18412	49
18720	18704	18664	49
18959	18970	18959	49
19221	19251	19210	49
19813	19800	19802	49
20101	20124	20028	49
20371	20371	20367	49
20935	20943	20927	49
21176	21179	21177	49
21467	21525	21450	49
21987	22064	21994	49
22327	22306	22300	49
22574	22598	22572	49
23122	23145	23140	49
23362	23436	23372	49
23708	23724	23665	49
23946	23997	23971	49
24536	24556	24552	49
24806	24859	24814	49
25114	25132	25044	49
25620	25651	25588	49
25952	25930	25917	49
26183	26246	26184	49
26708	26780	26751	49
26993	27016	26970	49
27312	27322	27284	49
27867	27869	27731	49
28094	28146	28104	49
28364	28423	28331	49
28932	29003	28936	49
29229	29258	29171	49
29506	29523	29532	49
29745	29810	29741	49
30307	30356	30300	49
30582	30642	30535	49
30867	30880	30855	49
31434	31421	31394	49
31684	31726	31667	49
31959	32019	31907	49
32528	32602	32537	49
32846	32875	32797	49
33091	33144	33101	49
33652	33676	33655	49
33934	33980	33926	49
34227	34252	34154	49
34505	34548	34507	49
35096	35140	35035	49
35326	35360	35319	49
35619	35672	35520	49
36180	36198	36147	49
36489	36541	36439	49
36730	36762	36711	49
37275	37321	37279	49
37567	37582	37574	49
37871	37911	37802	49
38116	38149	38139	49
38699	38717	38660	49
38962	38994	38964	49
39255	39313	39219	49
39814	39865	39799	49
40129	40153	40058	49
40376	40395	40396	49
40987	40944	40947	49
41241	41293	41210	49
41518	41549	41446	49
42014	42076	42001	49
42376	42357	42318	49
42645	42668	42590	49
42883	42940	42840	49
43424	43451	43376	49
43748	43759	43691	49
44009	44026	43930	49
44591	44584	44544	49
44775	44830	44784	49
45143	45165	45083	49
45654	45717	45615	49
45963	45973	45944	49
46187	46256	46184	50
46768	46811	46762	49
47022	47065	47011	49
47323	47345	47306	49
47609	47653	47613	49
48149	48207	48167	49
48434	48439	48417	49
48755	48776	48707	49
49283	49328	49253	49
49554	49578	49563	49
49835	49848	49797	49
50403	50406	50374	49
50645	50747	50633	49
51001	50960	50939	49
51256	51287	51224	49
51853	51827	51788	49
52053	52137	52023	49
52386	52370	52335	49
52880	52945	52843	49
53264	53234	53217	49
53516	53552	53463	49
53801	53819	53718	49
54337	54366	54307	49
54690	54701	54617	49
54935	54945	54901	49
55483	55469	55474	49
55727	55752	55690	49
56090	56078	55987	49
56602	56593	56512	49
56872	56903	56836	49
57122	57165	57080	49
57663	57714	57637	49
57934	57969	57859	49
58207	58233	58213	49
58798	58815	58711	49
59037	59068	59018	49
59324	59357	59234	49
59605	59606	59581	49
60161	60213	60095	49
60421	60444	60383	49
60683	60734	60626	49
61256	61273	61205	49
61531	61608	61484	49
61825	61842	61798	49
62409	62466	62357	49
62678	62679	62634	49
62949	63059	62916	49
63323	63310	63247	49
63824	63868	63764	49
64128	64129	64072	49
64354	64404	64311	49
64958	64997	64925	49
65209	65262	65152	49
65522	65518	65468	49
65821	65866	65779	49
66364	66412	66349	49
66630	66649	66602	49
66969	66981	66891	49
67490	67534	67386	49
67725	67744	67721	49
68004	68041	67958	49
68546	68593	68534	49
68841	68868	68743	49
69082	69121	69083	49
69691	69691	69626	49
69941	70001	69913	49
70244	70262	70166	49
70770	70800	70736	49
71070	71097	71015	49
71341	71358	71261	49
71930	71919	71872	49
72156	72188	72092	50
72445	72494	72394	49
72747	72783	72700	49
73333	73372	73289	49
73580	73616	73528	49
73870	73912	73811	49
74428	74438	74383	49
74722	74770	74670	49
75026	75022	74987	49
75259	75301	75206	49
75830	75861	75813	49
76122	76157	76063	49
76405	76427	76387	49
76680	76705	76663	49
77287	77291	77282	49
77536	77566	77499	49
77890	77887	77799	49
78377	78412	78293	49
78677	78697	78681	50
78951	78936	78893	51
79503	79520	79470	51
79787	79826	79689	52
80081	80111	80020	53
80302	80345	80243	54
80663	80908	80530	61
80845	81161	80716	76
80907	81432	80903	81
80908	81817	81253	88
80908	82031	81387	92
80908	82236	81627	95
80909	82621	81665	99
80914	82748	81665	99
80931	82985	81665	100
80951	83191	81665	101
80953	83201	81665	101
80954	83204	81665	102
80955	83207	81665	102
80955	83208	81665	103
80956	83208	81665	103
80956	83209	81665	103
80956	83209	81665	103
80957	83209	81665	103
80957	83210	81665	103
80957	83210	81665	103
80958	83210	81665	104
80958	83210	81665	103
80958	83210	81665	103
80959	83210	81665	104
80959	83210	81665	104
80959	83210	81665	103
80959	83210	81665	104
80959	83210	81665	104
80959	83210	81665	104
80959	83210	81665	104
80959	83210	81665	104
80960	83210	81665	104
80960	83210	81665	104
80960	83210	81665	104
80961	83210	81665	104
80961	83210	81665	105
80961	83210	81665	104
80961	83210	81665	104
80961	83210	81665	105
80961	83210	81665	104
80962	83211	81665	104
80962	83210	81665	104
80962	83210	81665	104
80962	83211	81665	105
80962	83211	81665	104
80963	83211	81665	104
80963	83211	81665	104
80963	83211	81665	104
80963	83211	81665	104
80963	83211	81665	105
80963	83211	81665	104
80963	83211	81665	104
80963	83211	81665	104
80963	83211	81665	104
80964	83212	81665	104
80963	83212	81666	104
80964	83212	81665	104
80964	83212	81665	104
80964	83212	81665	104
80964	83212	81665	104
80965	83212	81665	104
80965	83212	81665	104
80965	83212	81665	104
80966	83212	81665	104
80966	83212	81666	104
80966	83212	81665	104
80967	83213	81665	104
80967	83212	81666	104
80967	83213	81666	104
80967	83213	81665	104
80968	83214	81666	104
80968	83213	81666	104
80968	83213	81666	104
80969	83213	81666	104
80969	83214	81666	104
80970	83214	81665	104
80971	83214	81666	104
80970	83214	81665	104
80971	83214	81666	104
80971	83214	81665	104
80971	83214	81665	105
80972	83214	81665	104
80972	83215	81666	104
80972	83214	81665	104
80972	83214	81665	104
80972	83214	81665	104
80972	83215	81665	104
80972	83215	81666	104
80972	83215	81665	104
80972	83215	81666	104
80972	83215	81665	104
80973	83215	81665	104
80973	83216	81666	104
80974	83216	81665	104
80974	83216	81665	104
80974	83216	81665	104
80975	83217	81665	104
80975	83217	81666	104
80976	83219	81666	104
80976	83220	81665	104
80976	83220	81666	104
80977	83222	81665	104
80977	83223	81666	104
80978	83224	81665	104
80978	83225	81665	103
80979	83227	81666	103
80979	83229	81665	104
80979	83230	81665	103
80979	83234	81666	104
80979	83235	81665	104
80980	83236	81665	104
76031	78725	77321	67
73167	76183	74710	68
70538	73447	72029	66
64856	67869	66397	64
61983	64963	63463	64
59113	62034	60606	63
56396	59302	57901	63
50611	53560	52108	62
47939	50834	49421	62
45170	48152	46656	61
39534	42503	41042	61
36887	39804	38324	60
34123	37081	35635	58
28853	31833	30379	57
26212	29091	27639	57
23239	26192	24779	56
17859	20747	19331	56
15125	18049	16578	56
12217	15144	13774	56
6763	9693	8298	56
4044	7028	5546	57
1362	4266	2868	56
45	78	32	54
48	81	36	56
49	82	37	56
-1000	-1000	-1000	-1000
50	82	39	56
50	82	39	56
50	82	39	56
50	81	39	56
50	82	39	56
50	81	39	97
50	81	39	180
49	81	40	468
50	81	40	676
50	81	40	810
49	81	40	1057
