120	123	109	63
121	123	109	63
120	123	109	63
143	128	125	63
860	822	860	63
949	1025	945	63
1309	1294	1355	63
1615	1631	1614	63
2162	2142	2239	63
2450	2453	2439	63
2766	2713	2724	63
3338	3288	3251	63
3563	3553	3613	63
3852	3829	3833	63
4388	4412	4440	63
4726	4671	4685	62
4959	4979	4982	63
5238	5202	5267	62
5784	5784	5824	63
6106	6055	6059	63
6328	6327	6344	63
6919	6906	6887	63
7190	7197	7220	62
7486	7459	7456	63
8018	8014	8033	63
8340	8304	8274	63
8567	8562	8591	63
9134	9086	9113	63
9353	9364	9376	63
9715	9661	9638	62
10235	10223	10205	62
10570	10532	10523	63
10780	10787	10793	63
11364	11339	11360	63
11613	11589	11613	63
11926	11916	11872	62
12139	12147	12173	63
12745	12730	12728	63
13042	13024	13047	62
13357	13336	13310	62
13632	13592	13631	63
14288	14231	14213	62
14518	14525	14542	62
14802	14758	14825	63
15093	15084	15060	62
15670	15618	15651	62
15910	15910	15912	63
16185	16176	16236	62
16771	16791	16777	62
17069	17024	17079	62
17344	17390	17326	63
17691	17695	17710	62
18117	18110	18135	63
18531	18532	18549	62
18818	18812	18770	63
19340	19354	19343	63
19703	19683	19618	63
20234	20238	20204	63
20529	20508	20509	63
20743	20783	20775	62
21349	21323	21373	63
21579	21607	21604	63
21915	21866	21878	63
22451	22431	22401	63
22697	22686	22736	62
22949	22969	22984	63
23533	23572	23589	63
23869	23827	23841	63
24100	24128	24113	62
24672	24669	24612	63
24925	24943	24967	63
25257	25217	25251	63
25485	25530	25478	63
26090	26082	26050	62
26305	26335	26340	62
26617	26632	26664	63
26904	26938	26883	62
27490	27488	27488	63
27739	27799	27731	62
28068	28070	28099	62
28619	28630	28655	63
28907	28940	28932	62
29196	29212	29169	63
29754	29761	29736	62
29999	29987	30014	63
30253	30304	30302	63
30640	30632	30579	63
31146	31173	31158	63
31478	31480	31440	63
31715	31756	31775	63
32060	32047	32060	63
32573	32618	32635	62
32918	32914	32885	63
33168	33170	33169	63
33465	33476	33518	63
34059	34042	34083	62
34328	34346	34362	62
34648	34645	34604	63
35235	35201	35207	62
35466	35480	35442	62
35755	35753	35753	62
36021	36047	35988	62
36621	36599	36612	62
36888	36896	36884	63
37147	37183	37192	62
37711	37725	37741	62
38010	37985	38034	62
38290	38298	38266	62
38874	38859	38852	62
39125	39121	39126	62
39398	39414	39429	62
39963	39965	39981	62
40264	40254	40258	62
40511	40536	40507	63
41102	41087	41035	62
41309	41333	41342	62
41619	41612	41595	62
41887	41888	41870	63
42476	42480	42424	63
42742	42732	42747	62
42986	43011	43008	62
43558	43587	43608	63
43869	43876	43846	63
44114	44142	44145	63
44406	44418	44419	63
44984	44997	45015	62
45280	45291	45314	63
45554	45573	45531	63
46097	46094	46086	63
46335	46348	46373	62
46636	46633	46654	62
47148	47173	47218	62
47450	47466	47454	62
47716	47727	47739	63
48270	48322	48280	62
48574	48584	48624	62
48888	48874	48878	62
