59	114	121	70
58	113	122	70
59	113	121	69
59	113	121	69
70	117	140	70
416	344	301	70
787	826	861	70
1266	1261	1344	69
1572	1608	1581	69
1809	1851	1819	70
2391	2392	2344	69
2655	2658	2684	70
2925	2952	2983	69
3277	3263	3213	69
3820	3825	3819	69
4133	4108	4099	69
4379	4403	4438	69
4925	4944	4974	69
5212	5213	5237	70
5593	5559	5548	69
5836	5847	5862	69
6396	6420	6394	69
6660	6678	6706	70
6983	6972	6981	69
7239	7256	7257	69
7841	7844	7804	69
8073	8067	8131	69
8365	8372	8371	69
8876	8885	8935	69
9197	9195	9160	69
9464	9443	9514	69
10067	10015	10052	69
10255	10297	10314	69
10593	10590	10565	69
11088	11143	11127	69
11431	11421	11396	69
11643	11660	11717	69
12206	12196	12252	69
12467	12488	12495	69
12765	12754	12760	69
13324	13324	13308	69
13571	13561	13610	69
13831	13847	13876	69
14165	14133	14140	69
14722	14693	14693	69
14956	14952	15004	69
15235	15242	15314	69
15835	15838	15885	69
16120	16088	16162	69
16409	16395	16406	69
16671	16686	16741	69
17288	17320	17311	69
17614	17615	17682	69
17926	17958	17969	69
18210	18199	18219	69
18784	18791	18777	69
19029	19020	19074	69
19613	19598	19592	69
20032	20043	20031	69
20289	20285	20324	69
20845	20838	20897	69
21112	21121	21137	69
21441	21432	21447	69
21665	21681	21758	69
22271	22239	22296	69
22509	22525	22566	69
22824	22831	22817	69
23369	23382	23393	69
23651	23665	23671	69
23919	23921	23989	69
24259	24241	24239	69
24788	24772	24837	69
25040	25065	25044	69
25618	25603	25617	69
25853	25842	25912	69
26130	26140	26175	69
26395	26408	26421	69
26993	26965	27002	69
27226	27232	27283	69
27516	27511	27585	69
28068	28063	28143	69
28368	28365	28391	69
28623	28610	28681	69
29218	29211	29225	69
29482	29474	29559	69
29748	29752	29808	69
30037	29996	30062	69
30620	30590	30622	69
30864	30842	30933	69
31132	31147	31227	69
31699	31702	31793	69
32003	31983	32045	69
32259	32233	32298	69
32893	32849	32908	69
33125	33106	33162	69
