104751	103396	105139	83
105100	101964	105507	1247
104061	102757	104490	2487
102982	101537	103470	3719
101900	100455	104319	4942
102371	101107	103124	6234
101490	101903	103880	7486
102143	102589	103110	8757
102763	103386	103628	9951
103712	104468	104371	11179
106078	106419	105401	12361
106660	107071	105803	13570
109690	109143	107292	14843
