29	54	119	66
29	54	119	65
29	54	119	66
29	54	119	66
29	54	119	66
29	54	119	66
544	421	273	65
724	773	893	66
1007	1029	942	66
1625	1626	1638	66
1858	1909	1866	66
2181	2140	2242	65
2729	2715	2730	66
3001	2980	3008	66
3253	3253	3264	65
3617	3551	3604	65
4151	4115	4117	66
4430	4376	4451	65
4716	4657	4724	66
5272	5229	5284	66
5521	5509	5532	65
5834	5787	5838	65
6076	6051	6084	65
6625	6614	6662	65
6906	6916	6905	65
7455	7441	7470	65
7738	7742	7731	65
7976	7975	8024	65
8301	8293	8306	65
8849	8824	8868	65
9112	9122	9113	65
9412	9356	9431	65
10007	9959	10005	65
10253	10230	10248	65
10491	10521	10531	65
11045	11068	11067	65
11366	11361	11352	65
11641	11631	11652	65
11864	11905	11893	65
12483	12495	12504	65
12744	12738	12735	65
13033	13015	13070	65
13621	13574	13615	65
13878	13882	13911	65
14141	14141	14140	65
14681	14695	14721	65
15013	14982	14989	65
15229	15250	15287	65
15771	15786	15853	65
16043	16034	16078	65
16353	16339	16330	65
16609	16635	16658	65
17177	17187	17225	65
17453	17470	17474	65
17750	17757	17727	65
18325	18352	18338	65
18632	18617	18619	65
18873	18865	18895	65
19150	19165	19145	65
19719	19706	19713	65
20021	20033	20004	65
20286	20268	20277	65
20847	20834	20861	65
21101	21085	21081	65
21378	21392	21381	65
21876	21917	21906	65
22213	22154	22224	65
22451	22437	22454	65
23025	23010	23046	65
23265	23281	23284	65
23608	23596	23599	64
24131	24145	24112	65
24409	24402	24443	65
24650	24668	24658	65
25213	25215	25238	65
25496	25517	25481	65
25770	25729	25807	65
26362	26337	26336	64
26589	26605	26627	65
26872	26875	26852	65
27155	27155	27189	65
27751	27734	27684	65
27977	28000	28012	65
28261	28285	28260	65
28833	28855	28868	65
29132	29147	29118	65
29384	29385	29441	65
30006	29976	29997	65
30249	30247	30269	64
30505	30526	30494	65
30797	30772	30826	65
31388	31377	31374	64
31635	31649	31658	65
31935	31941	31924	65
32482	32473	32501	65
32771	32777	32745	65
33045	33018	33082	65
33294	33297	33291	65
33893	33872	33900	65
34161	34167	34144	65
34467	34445	34479	65
35044	35027	35011	65
35336	35328	35360	65
35598	35621	35573	65
35912	35891	35902	65
36434	36446	36438	65
36710	36692	36712	65
36970	36957	36983	65
37532	37532	37579	65
37808	37805	37787	64
38086	38069	38123	65
38674	38660	38645	65
38896	38923	38947	65
39170	39192	39187	65
39758	39779	39791	65
40054	40056	40032	65
40303	40299	40351	65
40525	40585	40585	65
41149	41177	41159	65
41426	41461	41413	65
41675	41686	41737	65
42277	42271	42282	65
42518	42537	42539	65
42807	42840	42793	65
43355	43395	43363	65
43675	43696	43659	65
43918	43947	43920	65
44519	44536	44552	65
44761	44778	44790	65
45066	45059	45060	65
45311	45351	45397	65
45875	45919	45912	65
46147	46171	46206	65
46443	46470	46447	65
46993	47026	47047	65
47306	47326	47297	65
47575	47589	47627	65
47826	47883	47896	65
48417	48448	48473	65
48696	48732	48700	65
49018	49017	49055	65
49583	49614	49575	65
49844	49862	49903	65
50124	50167	50151	64
50452	50432	50462	65
50976	51018	50966	65
51255	51259	51305	65
51486	51563	51520	65
52058	52103	52068	65
52359	52391	52356	65
52634	52649	52691	65
52870	52933	52911	65
53496	53523	53540	65
53777	53794	53791	65
54076	54100	54120	65
54621	54658	54636	65
54904	54901	54957	64
55154	55185	55181	65
55693	55731	55744	65
56014	56019	55996	65
56241	56286	56301	65
56844	56848	56840	65
57072	57104	57117	65
57373	57386	57363	65
57936	57929	57962	65
58246	58256	58222	64
58507	58506	58538	65
58776	58806	58782	65
59346	59364	59369	65
59634	59636	59632	65
59893	59892	59920	65
60464	60467	60470	65
60720	60726	60737	65
60973	61020	60986	65
61523	61577	61549	65
61847	61875	61859	64
62107	62109	62144	65
62664	62627	62707	65
62893	62927	62936	65
63225	63204	63222	65
63738	63768	63766	65
64054	64047	64062	65
64304	64340	64336	65
64901	64916	64944	65
65140	65177	65182	65
65500	65487	65480	65
65728	65755	65766	65
66290	66307	66331	64
66534	66541	66573	65
66886	66894	66860	64
67405	67429	67404	64
67696	67706	67733	64
67950	67967	67994	65
68493	68521	68563	65
